915;[{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.371569E7,"TotalTime":0.0086076,"NumberOfStates":155},{"Symptom":"livelock","Scenario":" init initialize invoke.654 request.493 invoke.493 invoke.393 request.493 invoke.493 invoke.598 request.493 invoke.493","LoopIndex":-1,"MemoryUsage":1.03054144E8,"TotalTime":0.3775371,"NumberOfStates":40},{"Symptom":"livelock","Scenario":" init initialize invoke.654 request.493 invoke.493 invoke.393 request.493 invoke.493 invoke.598 request.493 invoke.493","LoopIndex":-1,"MemoryUsage":1.288199E8,"TotalTime":0.2370182,"NumberOfStates":37},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":1.27718328E8,"TotalTime":0.0656949,"NumberOfStates":155},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":1.28675056E8,"TotalTime":0.0745122,"NumberOfStates":155},{"Symptom":"livelock","Scenario":" init initialize invoke.654 request.493 invoke.493 invoke.393 request.493 invoke.493 invoke.598 request.493 invoke.493","LoopIndex":-1,"MemoryUsage":9.860106E7,"TotalTime":0.2172511,"NumberOfStates":40},{"Symptom":"livelock","Scenario":" init initialize invoke.654 request.493 invoke.493 invoke.393 request.493 invoke.493 invoke.598 request.493 invoke.493","LoopIndex":-1,"MemoryUsage":7.929723E7,"TotalTime":0.3749337,"NumberOfStates":39},{"Symptom":"livelock","Scenario":" init initialize invoke.654 request.493 invoke.493 invoke.393 request.493 invoke.493 invoke.598 request.493 invoke.493","LoopIndex":-1,"MemoryUsage":3.2985296E7,"TotalTime":0.0286582,"NumberOfStates":40}]
1011;[{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":3.744428E7,"TotalTime":0.0479553,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":43216.0,"TotalTime":0.0982235,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.364 invoke.364","LoopIndex":-1,"MemoryUsage":6.0958544E7,"TotalTime":0.0029823,"NumberOfStates":10},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":6.567235E7,"TotalTime":0.0950328,"NumberOfStates":10},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":3.2840944E7,"TotalTime":0.3238972,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":9.366811E7,"TotalTime":0.1383434,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":9.810387E7,"TotalTime":0.3044595,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.769 request.497 invoke.497","LoopIndex":-1,"MemoryUsage":6.0918E7,"TotalTime":0.0048664,"NumberOfStates":11}]
1234;[{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":3.2817904E7,"TotalTime":0.0111704,"NumberOfStates":17},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":3.2791848E7,"TotalTime":0.006019,"NumberOfStates":18},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":9.372926E7,"TotalTime":0.0844817,"NumberOfStates":18},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":6.564619E7,"TotalTime":0.4468768,"NumberOfStates":17},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":3.745241E7,"TotalTime":0.082944,"NumberOfStates":13},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.2746792E7,"TotalTime":0.0021677,"NumberOfStates":15},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":3.2932672E7,"TotalTime":0.1836434,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":6.567077E7,"TotalTime":0.0608256,"NumberOfStates":17},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736 invoke.489","LoopIndex":-1,"MemoryUsage":4.2181136E7,"TotalTime":0.245052,"NumberOfStates":18}]
1238;[{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.355591E7,"TotalTime":0.0148607,"NumberOfStates":167},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.3746216E7,"TotalTime":0.0131831,"NumberOfStates":195},{"Symptom":"deadloop","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.654 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.687 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.339 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.339 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.687 invoke.687 request.132 invoke.132 request.339 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 request.687 invoke.687 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.687 request.132 invoke.339 request.687 invoke.687 request.132 invoke.132 invoke.132 request.339 invoke.339 request.687 request.339 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132","LoopIndex":11,"MemoryUsage":-3.2307784E7,"TotalTime":0.0639216,"NumberOfStates":113},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":5300784.0,"TotalTime":0.6320915,"NumberOfStates":117},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.361115E7,"TotalTime":0.5340464,"NumberOfStates":189},{"Symptom":"deadloop","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.654 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.687 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.339 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.339 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.687 invoke.687 request.132 invoke.132 request.339 request.339 invoke.339 invoke.339 request.687 invoke.687 request.132 request.687 invoke.687 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 request.339 invoke.339 request.687 invoke.687 request.132 invoke.339 request.687 invoke.687 request.132 invoke.132 invoke.132 request.339 invoke.339 request.687 request.339 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.687 request.132 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687 request.132 invoke.132","LoopIndex":11,"MemoryUsage":1.99996352E8,"TotalTime":0.6622194,"NumberOfStates":112},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":1.66979712E8,"TotalTime":0.4330944,"NumberOfStates":195},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.585291E7,"TotalTime":0.0063668,"NumberOfStates":139},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":1.36133632E8,"TotalTime":0.3994733,"NumberOfStates":129}]
1363;[{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":6.0848384E7,"TotalTime":0.0025751,"NumberOfStates":10},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":3.7444216E7,"TotalTime":0.0696348,"NumberOfStates":14},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":233728.0,"TotalTime":0.0738409,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":3.2788272E7,"TotalTime":0.1945338,"NumberOfStates":12},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":6.999805E7,"TotalTime":0.2182447,"NumberOfStates":8},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":6.556181E7,"TotalTime":0.2934198,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":6.083901E7,"TotalTime":0.1248729,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.598 request.493 invoke.493 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":3.2867136E7,"TotalTime":0.0803162,"NumberOfStates":14}]
1672;[{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.2835016E7,"TotalTime":0.0128293,"NumberOfStates":33},{"Symptom":"normal","Scenario":" init initialize invoke.293 request.393 invoke.530 request.906 invoke.906 invoke.393","LoopIndex":-1,"MemoryUsage":3.2932624E7,"TotalTime":0.0034897,"NumberOfStates":40},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":6.591752E7,"TotalTime":0.0704384,"NumberOfStates":33},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":9.830889E7,"TotalTime":0.2300232,"NumberOfStates":21},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":6.5578624E7,"TotalTime":0.0650042,"NumberOfStates":17},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":3.2642952E7,"TotalTime":0.4341855,"NumberOfStates":21},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":259960.0,"TotalTime":0.5251792,"NumberOfStates":21},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":9.3605864E7,"TotalTime":0.2315186,"NumberOfStates":22},{"Symptom":"normal","Scenario":" init initialize invoke.530 request.906 invoke.906 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":9.3605864E7,"TotalTime":0.2315077,"NumberOfStates":22}]
1695;[{"Symptom":"normal","Scenario":" init initialize invoke.720 request.627 invoke.627 request.566 invoke.566","LoopIndex":-1,"MemoryUsage":3.328532E7,"TotalTime":0.0045447,"NumberOfStates":14},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":2.8381776E7,"TotalTime":0.1683639,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":2.8102472E7,"TotalTime":0.331657,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":3.7413896E7,"TotalTime":0.2492077,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":1.31517824E8,"TotalTime":0.4421109,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":6.173715E7,"TotalTime":0.0053749,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":1.5928672E8,"TotalTime":0.289686,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":6.579844E7,"TotalTime":0.0584612,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":1.30753728E8,"TotalTime":0.2854922,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":3.754463E7,"TotalTime":0.4358423,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":3.2891712E7,"TotalTime":0.0326733,"NumberOfStates":12},{"Symptom":"normal","Scenario":" init initialize invoke.720 request.736 invoke.736","LoopIndex":-1,"MemoryUsage":3.3015528E7,"TotalTime":0.0247903,"NumberOfStates":11}]
872;[{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":3.278364E7,"TotalTime":0.003781,"NumberOfStates":15},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.393 invoke.393","LoopIndex":-1,"MemoryUsage":6.5515576E7,"TotalTime":0.003669,"NumberOfStates":14},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":6.0944104E7,"TotalTime":0.0021136,"NumberOfStates":14},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":6.558672E7,"TotalTime":0.0037167,"NumberOfStates":15},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":-2.3131008E7,"TotalTime":0.1919046,"NumberOfStates":10},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":4.2130864E7,"TotalTime":0.3938424,"NumberOfStates":16},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":6.5461896E7,"TotalTime":0.1742131,"NumberOfStates":15},{"Symptom":"normal","Scenario":" init initialize invoke.375 request.293 invoke.293 request.687 invoke.687","LoopIndex":-1,"MemoryUsage":3.2867088E7,"TotalTime":0.0073703,"NumberOfStates":15}]
error atarch-20-2/21
1627;[{"Symptom":"deadloop","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.687 invoke.687","LoopIndex":3,"MemoryUsage":6.106947E7,"TotalTime":0.1055977,"NumberOfStates":16},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":3.2932624E7,"TotalTime":0.0022884,"NumberOfStates":18},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.743023E7,"TotalTime":0.0872568,"NumberOfStates":11},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":80648.0,"TotalTime":0.0555573,"NumberOfStates":18},{"Symptom":"normal","LoopIndex":-1,"MemoryUsage":3.2786216E7,"TotalTime":0.0060306,"NumberOfStates":13},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":5.6058904E7,"TotalTime":0.2270444,"NumberOfStates":19},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":9.427794E7,"TotalTime":0.3346238,"NumberOfStates":19},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":1.31509344E8,"TotalTime":0.5547647,"NumberOfStates":20},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":3.2915072E7,"TotalTime":0.0060663,"NumberOfStates":20},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":9.377218E7,"TotalTime":0.3295108,"NumberOfStates":19},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":7.4694216E7,"TotalTime":0.2998625,"NumberOfStates":19},{"Symptom":"normal","Scenario":" init initialize invoke.687 request.132 invoke.132 request.339 invoke.339 request.627 invoke.627","LoopIndex":-1,"MemoryUsage":3.3097544E7,"TotalTime":0.0474126,"NumberOfStates":19}]
